"Date";"Year";"Type";"Country";"Area";"Location";"Injury";"Species";"href formula"
"02-Dec-1930";1930;"Boating";"AUSTRALIA";"Victoria";"Rosebud";"No injury to occupants; shark seized gunwale & tried to overturn boat";"7 shark's teeth found embedded in the woodwork of the boat";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.02-dinghy.pdf"
"Dec-1930";1930;"Unprovoked";"AUSTRALIA";"New South Wales";"Parramata River";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.00-ParamattaRiver.pdf"
"30-Nov-1930";1930;"Unprovoked";"AUSTRALIA";"Queensland";"St. Helena Island, Moreton Bay";"Laceration to leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.11.30-Smith.pdf"
"Reported 26-Sep-1930";1930;"Unprovoked";"HONDURAS";"Black River";"";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.09.26.R-IndianGuide.pdf"
"1930";1930;"Boating";"AZORES";"";"";"No inury to occupants, shark struck boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.09.12.R-Azores.pdf"
"31-Aug-1930";1930;"Unprovoked";"AUSTRALIA";"Western Australia";"Geraldton";"Minor injury";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.08.31-Burton.pdf"
"16-Aug-1930";1930;"Unprovoked";"SPAIN";"Canary Islands";"El Escabonal, Tenerife ";"Leg bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.08.16-El-Escabonal-CanaryIslands.pdf"
"06-Aug-1930";1930;"Unprovoked";"USA";"Florida";"Palm Beach Inlet, Palm Beach County";"Lacerations to foot & ankle";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.08.06-Kemp.pdf"
"19-Jul-1930";1930;"Unprovoked";"CUBA";"Havana Province";"LaPlaya Beach / Vedado, Havana";"Right arm & leg bitten, arm & leg surgically amputated ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.07.19-Grenet.pdf"
"11-Jul-1930";1930;"Unprovoked";"USA";"Florida";"Jensen Beach, Martin County";"Arm lacerated from shoulder to wrist";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.07.11-Harns.pdf"
"04-Jun-1930";1930;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Mabuiag Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.06.04-Ibigan.pdf"
"27-May-1930";1930;"Unprovoked";"USA";"Texas";"High Island";"Lacerations to arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.05.27-Wattigney.pdf"
"Reported 11-May-1930";1930;"Boating";"TURKEY";"";"Ye?ilköy";"No injury but shark damaged boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.05.11.R-Turkey.pdf"
"11-May-1930";1930;"Invalid";"COSTA RICA";"Limón Province";"Off Porto Limon";"Shark involvement prior to death was not confirmed";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.05.11-Rovirosa-Sidar.pdf"
"08-Apr-1930";1930;"Invalid";"SOUTH AFRICA";"Eastern Cape Province";"Bashee River";"Remains of drowning victim recovered from 250-lb female ""blue fin"""" shark""";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.04.08-BasheeRiver.pdf"
"Reported 07-Mar-1930";1930;"Unprovoked";"USA";"Florida";"70 miles off Tarpon Springs";"No injury to diver but shark left 3 toothmarks in his helmet";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.03.07.R-Giglis.pdf"
"20-Feb-1930";1930;"Unprovoked";"AUSTRALIA";"Torres Strait";"";"Arm & chest injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.20-Jerry.pdf"
"15-Feb-1930";1930;"Unprovoked";"AUSTRALIA";"Victoria";"Middle Brighton, Port Phillip";"FATAL";"White shark 4.9 m [16'] ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.15-Clarke.pdf"
"Reported 03-Feb-1930";1930;"Provoked";"AUSTRALIA";"Western Australia";"Onslow";"Laceration to thigh from trapped shark PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.03.R-Donovan.pdf"
"22-Jan-1930";1930;"Boating";"MEXICO";"Veracruz";"Panuco River Mouth";"remains of one of the crew found in shark";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.01.22-FishingSchooner.pdf"
"16-Jan-1930";1930;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Melkbaai, False Bay";"Torso & arm bitten";"White shark, 4.5 m [14'9""]";"1930.01.16-le-Roux.pdf"
"Jan-1930";1930;"Sea Disaster";"MAURITIUS";"";"Two miles from shore in Tamarind Bay";"Five men were said to have been killed by sharks ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.01.00-Mauritius.pdf"
"1930";1930;"Unprovoked";"OKINAWA";"";"";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.00.00.c-Kadena.pdf"
"1930";1930;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"North End Beach, Port Elizabeth";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1930.00.00.a-Meyer.pdf"
"26-Dec-1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"White Bay, near Bald Rock Jetty, Sydney Harbor ";"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.26-Oakley.pdf"
"21-Dec-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Thursday Island";"Recovered at Thursday Island Hospital";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.21-ThursdayIsland.pdf"
"16-Dec-1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"Collaroy";"Superficial lacerations on right leg";"""a small shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.16-Thom.pdf"
"13-Dec-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Thursday Island";"Injuries to chest & arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.13-Nago.pdf"
"Reported 09-Dec-1929";1929;"Unprovoked";"";"";"";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.09.R-Duggan.pdf"
"Reported 03-Dec-1929";1929;"Unprovoked";"AUSTRALIA";"Queensland";"Townsville";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.03.R-Unidentified.pdf"
"29-Nov-1929";1929;"Sea Disaster";"KIRIBATI";"Phoenix Islands";"Nikumaroro Island";"11 of her crew perished, most, possibly all, deaths were due to drowning";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.11.29-NorwichCity.pdf"
"21-Nov-1929";1929;"Unprovoked";"CUBA";"Cienfuegos Province";"Cienfuegos";"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.11.21-Yugoago.pdf"
"20-Oct-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Badu Island";"Heel injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.20-Lifu.pdf"
"02-Oct-1929";1929;"Unprovoked";"SPAIN";"Valencia";"Nasareth Beach";"Arm injured when sharks rammed his boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.02-Bonet-Valencia.pdf"
"01-Sep-1929";1929;"Unprovoked";"AUSTRALIA";"Queensland";"Ross River, Townsville";"FATAL, severe injuries to both legs ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.09.01-Hobbs.pdf"
"05-Aug-1929";1929;"Unprovoked";"USA";"South Carolina";"Fort Moultrie";"Left foot & ankle bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.08.05-McGhee.pdf"
"29-Jul-1929";1929;"Unprovoked";"MEXICO";"Tamaulipas";"Tampico";"Right leg severed below knee";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.07.29-Casanova.pdf"
"Reported 17-Jul-1929";1929;"Invalid";"CAPE VERDE";"Santiago Island";"Tarrafal";"Body of woman recovered from 15' shark";"Shark involvement prior to death unconfirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.07.17.R-CapeVerde.pdf"
"23-Jun-1929";1929;"Provoked";"USA";"Florida";"Fort Pierce, St Lucie County";"Leg bitten by hooked shark PROVOKED INCIDENT";"9-foot shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.06.23-Jones.pdf"
"31-May-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"";"Injuries to both legs, buttocks, back, lower abdomen & chest";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.05.31-Moira.pdf"
"Reported 26-Apr-1929";1929;"Unprovoked";"AUSTRALIA";"Queensland";"Great Barrier Reef";"Thigh bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.26.R-AliAhMat.pdf"
"Reported 17-Apr-1929";1929;"Unprovoked";"AUSTRALIA";"Queensland";"Great Barrier Reef";"Lacerations to right wrist";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.17.R-Taked.pdf"
"11-Apr-1929";1929;"Provoked";"AUSTRALIA";"Queensland";"Bribie Passage, Caloundra";"Right calf severely bitten by shark caught in the net PROVOKED INCIDENT";"Grey nurse shark, 4' ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.11-Manners.pdf"
"09-Apr-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Badu Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.09-BaduIsland.pdf"
"04-Apr-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Badu Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.04-Luffman.pdf"
"16-Mar-1929";1929;"Unprovoked";"USA";"Florida";"Sea Spray, Palm Beach";"Right sole & toes lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.16-Chadbourne.pdf"
"12-Mar-1929";1929;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Dauan Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.12-schoolboy.pdf"
"04-Mar-1929";1929;"Unprovoked";"AUSTRALIA";"South Australia";"Ardrossan";"Foot bitten";"""a dog shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf"
"04-Mar-1929";1929;"Unprovoked";"AUSTRALIA";"South Australia";"Ardrossan";"Legs bitten";"""a dog shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf"
"18-Feb-1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"Maroubra Bay";"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.18-Butcher.pdf"
"09-Feb-1929";1929;"Boating";"AUSTRALIA";"Western Australia";"Glenelg";"No injury, shark pushed canoe from jetty to a point 100 m away";"Blue pointer, 12'";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.09-canoe.pdf"
"08-Feb-1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"Bondi";"FATAL, right thigh bitten, femoral artery severed";"Galapagos shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.08-Gibson.pdf"
"27-Jan-1929";1929;"Unprovoked";"AUSTRALIA";"Queensland";"Alma Bay, Magnetic Island, Townsville";"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.27-Weatherall.pdf"
"14-Jan-1929";1929;"Unprovoked";"NEW ZEALAND";"North Island";"Miranda Head, Hauriki Gulf";"One was bitten on the leg, the other on the arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.14-NewZealand.pdf"
"12-Jan-1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"Bondi";"FATAL, right thigh & hip bitten";"12' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.12-Stewart.pdf"
"06-Jan-1929";1929;"Boating";"TURKEY";"";"San Stefano";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.06.R-Istanbul.pdf"
"05-Jan-1929";1929;"Unprovoked";"FIJI";"Viti Levu Island";"Suva Harbor";"FATAL, hand severed, both legs & arms bitten & nearly severed ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.05-FijianBoy.pdf"
"Reported 1929";1929;"Invalid";"AUSTRALIA";"New South Wales";"Sydney Harbor";"Later found to be fiction, never happened";"Invalid";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.e.R-Johanssen.pdf"
"Ca. 1929";1929;"Provoked";"AUSTRALIA";"South Australia";"Ardrossan";"Bitten below the knee";"""a dog shark""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.d-Bowman.pdf"
"1929";1929;"Provoked";"USA";"Florida";"Indian River area";"Thigh lacerated by hooked shark PROVOKED INCIDENT";"9' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.c-Jones.pdf"
"1929";1929;"Unprovoked";"AUSTRALIA";"New South Wales";"Garden Island, Sydney";"Hand lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.b-Luckie.pdf"
"1929";1929;"Unprovoked";"USA";"Florida";"Cape Canaveral, Brevard County";"“Put hand through hatch, shark nearly bit off thumb”";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.a-Holm.pdf"
"21-Dec-1928";1928;"Unprovoked";"AUSTRALIA";"";"";"Injuries to arm ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.12.21-Rueben.pdf"
"18-Nov-1928";1928;"Provoked";"USA";"New Jersey";"Seabright, Monmouth County";"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT";"""Blue nose sharks""""""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.18-SeaBright.pdf"
"Reported 15-Nov-1928";1928;"Boating";"INDIA";"";"";"No injury to occupants, shark bit keel";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.15.R-Wright.pdf"
"12-Nov-1928";1928;"Sea Disaster";"USA";"Virginia";"200 miles off Hampton Roads, Virginia, USA";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.12-Vestris-DeVore.pdf"
"04-Nov-1928";1928;"Unprovoked";"PANAMA";"Gulf of Panama";"Taboga Island Bay";"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee";"Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.04-Moreno.pdf"
"Sep-1928";1928;"Unprovoked";"USA";"Texas";"Corpus Christi";"Knee bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.09.00-Loesberg.pdf"
"Reported 24-Aug-1928";1928;"Invalid";"USA";"New Jersey";"Off shore";"Thumb & coat sleeve recovered from shark's gut";"7' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.08.24.R-Thumb.pdf"
"11-Jul-1928";1928;"Unprovoked";"AUSTRALIA";"";"";"Injuries to chest";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.11-Poid.pdf"
"Late Jul-1928";1928;"Provoked";"ITALY";"Tuscany";"Viareggio";"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT";"Species unknown, possibly a white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.00-Bagolini.pdf"
"Reported 24-Jun-1928";1928;"Unprovoked";"USA";"Florida";"Daytona Beach, Volusia County";"Bitten on leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.06.24.R-Stevens.pdf"
"27-May-1928";1928;"Invalid";"INDIA";"";"";"No details";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.05.17-Smiot.pdf"
"Reported 14-Apr-1928";1928;"Unprovoked";"AUSTRALIA";"Queensland";"Barrow Point, 100 miles north of Cooktown, Queensland";"Severe lacerations to arm";"Tiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.R-BarrowPoint.pdf"
"14-Apr-1928";1928;"Unprovoked";"AUSTRALIA";"New South Wales";"Bondi";"Tissue of left leg stripped from knee to ankle ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.a-Steele.pdf"
"09-Apr-1928";1928;"Unprovoked";"JAMAICA";"";"Coal wharf, Port Royal";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.09-Jamaica.pdf"
"06-Apr-1928";1928;"Unprovoked";"AUSTRALIA";"Queensland";"Graceville";"Lacerations to right leg ";"4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.06-Arthy.pdf"
"04-Apr-1928";1928;"Unprovoked";"AUSTRALIA";"New South Wales";"Cooks Hill, Newcastle";"FATAL, right hand severed, large lacerations on thigh";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.04-Lane.pdf"
"Reported 28-Mar-1928";1928;"Unprovoked";"AUSTRALIA";"Queensland";"";"Hip bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.03.28.R-Bob.pdf"
"20-Feb-1928";1928;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Barrow Point, Queensland";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.20-Wanewa.pdf"
"Feb-1928";1928;"Unprovoked";"COSTA RICA";"Near Puntarenas";"";"Right leg severely lacerated. Surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.00.b-Artavia.pdf"
"Feb-1928";1928;"Unprovoked";"COSTA RICA";"Near Puntarenas";"";"Right leg & hand severely lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.00.a-Chavez.pdf"
"27-Jan-1928";1928;"Unprovoked";"AUSTRALIA";"Torres Strait";"Deliverance Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.27-Envoldt.pdf"
"21-Jan-1928";1928;"Invalid";"USA";"Florida";"";"Body not recovered ";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.21.b-Florida-Swimmer.pdf"
"Some time between 08-Jan-1928 & 21-Jan-1928";1928;"Invalid";"USA";"Florida";"Off Florida coast";"FATAL, presumed taken by shark/s";"Shark involvement not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.21.a-Stowaways.pdf"
"02-Jan-1928";1928;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Salt Vlei, Port Alfred";"Leg lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.02-Hoskin.pdf"
"Jan-1928";1928;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Kei River mouth";"Foot bitten";"1.2 m [4'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.00-Lynch.pdf"
"1928";1928;"Unprovoked";"SOUTH AFRICA";"KwaZulu-Natal";"Tugela River Mouth";"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1928.00.00-N'genaZakali.pdf"
"28-Dec-1927";1927;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Little Brak River";"FATAL, leg bitten  ";"White shark, 4.4 m [14.5'] . ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.12.28-Heyns.pdf"
"03-Nov-1927";1927;"Sea Disaster";"AUSTRALIA";"New South Wales";"Bradleys Head, Sydney ";"40 people perished";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.11.0-Tahiti-diaster.pdf"
"25-Oct-1927";1927;"Sea Disaster";"BRAZIL";"Porto Seguro";"90 miles off Albrohos Island";"Of 1256 on board, 295 perished, some were taken by sharks";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10.25-Mafalda.pdf"
"12-Oct-1927";1927;"Unprovoked";"AUSTRALIA";"New South Wales";"Kiah Creek, Eden";"No injury to man or horse";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10-12-Severs-horse.pdf"
"Oct-1927";1927;"Unprovoked";"FIJI";"";"a river";"Leg bitten. He survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10.00-Josiah.pdf"
"03-Jul-1927";1927;"Boating";"AUSTRALIA";"New South Wales";"Bellambi Reef";"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.07.03-Bellambi.pdf"
"29-May-1927";1927;"Sea Disaster";"PHILIPPINES";"Luzon Island";"Bondoc Peninsula";" 55  perished, some were  taken by sharks";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.05.29-Negros.pdf"
"Reported 09-May 1927";1927;"Unprovoked";"AUSTRALIA";"Queensland";"Off Cairns";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.05.09.R-Quassa.pdf"
"20-Apr-1927";1927;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Thursday Island";"Extensive injuries to left leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.04.10-NapoleonDoola.pdf"
"08-Apr-1927";1927;"Unprovoked";"AUSTRALIA";"Queensland";"Near Thursday Island";"Leg injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.04.08-Eseromi.pdf"
"11-Mar-1927";1927;"Unprovoked";"AUSTRALIA";"New South Wales";"Mereweather Beach";"Right buttock & thigh bitten, thumb removed";"Grey nurse shark?";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.03.01-Pritchard.pdf"
"14-Feb-1927";1927;"Provoked";"NICARAGUA";"Salinas Bay";"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie";"Sharks’s jaws snapped shut, lacerating his right hand PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.02.14-sailor.pdf"
"09-Feb-1927";1927;"Unprovoked";"AUSTRALIA";"Queensland";"Brisbane River";"No injury, but trouser leg shredded by shark";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.02.09-Gill.pdf"
"Feb-1927";1927;"Provoked";"NEW ZEALAND";"South Island";"Menzies Bay, Banks Peninsula, ";"Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT";"Mako shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.02.00-MenziesBay.pdf"
"20-Jan-1927";1927;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Kidd’s Beach";"Both thighs  lacerated";"Raggedtooth shark, 1.5 m [5'] ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.01.20-Brown.pdf"
"Reported 08-Jan-1927";1927;"Unprovoked";"USA";"California";"Catalina Channel, Los Angeles County";"Lost hand";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.01.08.R-Taylor.pdf"
"03-Jan-1927";1927;"Unprovoked";"AUSTRALIA";"New South Wales";"Grey’s Point, Port Hacking";"FATAL, leg bitten from thigh to ankle";"3.7 m [12'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.01.03-Allum.pdf"
"1927";1927;"Unprovoked";"AUSTRALIA";"New South Wales";"15 miles up the Cataract River";"FATAL, shoulder bitten ";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.00.00.b-Australia.pdf"
"1927";1927;"Unprovoked";"AUSTRALIA";"Torres Strait";"Thursday Island";"Shoulder bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1927.00.00.a-Lahou.pdf"
"Reported 02-Dec-1926";1926;"Unprovoked";"AUSTRALIA";"Torres Strait";"Palm Island";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.12.02-Norman.pdf"
"17-Nov-1926";1926;"Unprovoked";"AUSTRALIA";"Torres Strait";"Near Thursday Island";"Arm injured";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.11.17-Noma.pdf"
"Reported 29-Oct-1926";1926;"Unprovoked";"PAPUA NEW GUINEA";"Central Province";"Roku Point";"FATAL, abdomen bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.10.29.R-RokuPoint.pdf"
"23-Oct-1926";1926;"Unprovoked";"AUSTRALIA";"New South Wales";"Clarence River";"3"" laceration to leg""";"Grey nurse shark, 4'";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.10.23.b-Webster.pdf"
"23-Oct-1926";1926;"Sea Disaster";"BERMUDA";"";"18 miles southwest of Bermuda ";"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.10.23.a - HMS Valerian.pdf"
"Reported 06-Sep-1926";1926;"Unprovoked";"PAPUA NEW GUINEA";"";"Near Port Moresby";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.09.06.R-PortMoresby.pdf"
"24-Aug-1926";1926;"Unprovoked";"USA";"New Jersey";"Seaside, Ocean County";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.08.24-Burke.pdf"
"23-Jul-1926";1926;"Unprovoked";"ITALY";"Golfo di Genova in the Ligurian Sea";"Varazze";"FATAL, body was not recovered";"Said to involve 6 to 7 m [20' to 23'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.23-Casellato.pdf"
"12-Jul-1926";1926;"Boating";"USA";"New Jersey";"20 miles off Seabright";"No injury to occupants";"""whiptail shark"""" (thresher shark?)""";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.12-boat.pdf"
"08-Jul-1926";1926;"Unprovoked";"USA";"California";"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County";"Leg & hand lacerated and dog bitten";"1.5 m [5'] white shark or sevengill shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.08-Peixotto_Collier.pdf"
"03-Jul-1926";1926;"Invalid";"SPAIN";"Sants-Montjic";"Casa Antunez Beach, Barcelona";"No injury";"Questionable, 2m shark suspected";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.03-Puges.pdf"
"18-May-1926";1926;"Unprovoked";"USA";"Hawaii";"Hale'iwa, O'ahu";"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka";"White shark, 3.8 m [12.5']  ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.05.18-Goins.pdf"
"22-Apr-1926";1926;"Unprovoked";"SOUTH ATLANTIC OCEAN";"South of the Equator ";"Steamship bound from Cape Town to Philadelphia";"When taken back on board 2 hours later both legs were bleeding from shark bites";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.04.22-Madison.pdf"
"07-Apr-1926";1926;"Unprovoked";"USA";"Hawaii";"Hilo Bay Yacht Club, Hilo, Hawai'i";"Right leg bitten thigh to heel";"According to Carlsmith, the shark's mouth was 3' wide";"http://sharkattackfile.net/spreadsheets/pdf_directory/1926.04.07-Carlsmith.pdf"
